	Kingdom	Phyllum	Class	Order	Family	Genus	Species
ZOTU12191	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Burkholderiaceae	 g__Limnobacter	 s__uncultured_bacterium
ZOTU10297	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__Taibaiella	 s__
ZOTU16655	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Gammaproteobacteria_Incertae_Sedis	 f__Unknown_Family	 g__Acidibacter	 s__uncultured_bacterium
ZOTU4016	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Micropepsales	 f__Micropepsaceae	 g__uncultured	 s__
ZOTU8579	 k__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__BIrii41	 g__BIrii41	 s__
ZOTU1875	 k__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__SM1A02	 s__uncultured_bacterium
ZOTU10364	 k__Bacteria	 p__SAR324_clade	 c__0.9900	 o__Marine_group_B	 f__SAR324_clade	 g__0.9703	 s__Marine_group_B
ZOTU3705	 k__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__Candidatus_Kaiserbacteria	 f__	 g__	 s__
ZOTU15904	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Planctomycetales	 f__Gimesiaceae	 g__uncultured	 s__uncultured_bacterium
ZOTU6611	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__CCM19a	 f__CCM19a	 g__CCM19a	 s__uncultured_gamma
ZOTU9241	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Salinisphaerales	 f__Solimonadaceae	 g__Hydrocarboniphaga	 s__uncultured_bacterium
ZOTU22074	 k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Propionibacteriales	 f__Propionibacteriaceae	 g__Friedmanniella	 s__uncultured_bacterium
ZOTU20787	 k__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	 s__uncultured_bacterium
ZOTU17814	 k__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__	 f__	 g__	 s__
ZOTU11336	 k__Bacteria	 p__Verrucomicrobiota	 c__Chlamydiae	 o__Chlamydiales	 f__	 g__	 s__
ZOTU6004	 k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Leuconostocaceae	 g__Leuconostoc	 s__Leuconostoc_carnosum
ZOTU3683	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales	 f__Xanthomonadaceae	 g__Arenimonas	 s__uncultured_bacterium
ZOTU22121	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae	 g__SWB02	 s__uncultured_bacterium
ZOTU2387	 k__Bacteria	 p__Verrucomicrobiota	 c__Omnitrophia	 o__Omnitrophales	 f__Omnitrophaceae	 g__Candidatus_Omnitrophus	 s__uncultured_bacterium
ZOTU5864	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Gammaproteobacteria_Incertae_Sedis	 f__Unknown_Family	 g__uncultured	 s__
ZOTU3781	 k__Bacteria	 p__Planctomycetota	 c__	 o__	 f__	 g__	 s__
ZOTU19340	 k__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__Bryobacterales	 f__Bryobacteraceae	 g__Bryobacter	 s__
ZOTU17135	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__Ferruginibacter	 s__
ZOTU19272	 k__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__SM1A02	 s__uncultured_bacterium
ZOTU18753	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Azospirillales	 f__Inquilinaceae	 g__Inquilinus	 s__
ZOTU9622	 k__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Ilumatobacteraceae	 g__CL500-29_marine_group	 s__
ZOTU940	 k__Bacteria	 p__Desulfobacterota	 c__Desulfuromonadia	 o__Bradymonadales	 f__Bradymonadales	 g__Bradymonadales	 s__uncultured_bacterium
ZOTU7467	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__R7C24	 f__R7C24	 g__R7C24	 s__uncultured_bacterium
ZOTU2509	 k__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__CL500-3	 s__uncultured_bacterium
ZOTU3215	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__AB1	 g__AB1	 s__
ZOTU9309	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__uncultured	 s__uncultured_bacterium
ZOTU6519	 k__Bacteria	 p__	 c__	 o__	 f__	 g__	 s__
ZOTU2888	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sneathiellales	 f__Sneathiellaceae	 g__uncultured	 s__uncultured_bacterium
ZOTU5982	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Nitrosomonadaceae	 g__mle1-7	 s__
ZOTU3318	 k__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__IMCC26256	 f__	 g__	 s__
ZOTU18129	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Gammaproteobacteria_Incertae_Sedis	 f__Unknown_Family	 g__	 s__
ZOTU15308	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__uncultured_bacterium
ZOTU4456	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Hyphomicrobiaceae	 g__Hyphomicrobium	 s__
ZOTU16474	 k__Bacteria	 p__Chloroflexi	 c__TK10	 o__TK10	 f__TK10	 g__TK10	 s__
ZOTU19282	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingobium	 s__
ZOTU10020	 k__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__	 f__	 g__	 s__
ZOTU5760	 k__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__0319-6G20	 g__0319-6G20	 s__uncultured_bacterium
ZOTU8161	 k__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__Candidatus_Adlerbacteria	 f__Candidatus_Adlerbacteria	 g__Candidatus_Adlerbacteria	 s__
ZOTU14113	 k__Bacteria	 p__Verrucomicrobiota	 c__Omnitrophia	 o__Omnitrophales	 f__Omnitrophaceae	 g__Candidatus_Omnitrophus	 s__uncultured_bacterium
ZOTU18723	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Nitrosomonadaceae	 g__	 s__
ZOTU20493	 k__Bacteria	 p__Armatimonadota	 c__Fimbriimonadia	 o__Fimbriimonadales	 f__Fimbriimonadaceae	 g__Fimbriimonadaceae	 s__
ZOTU5578	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Nitrosomonadaceae	 g__MND1	 s__
ZOTU11669	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__env.OPS_17	 g__env.OPS_17	 s__
ZOTU7347	 k__Bacteria	 p__Acidobacteriota	 c__Subgroup_11	 o__Subgroup_11	 f__Subgroup_11	 g__Subgroup_11	 s__uncultured_bacterium
ZOTU4292	 k__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__WD2101_soil_group	 g__WD2101_soil_group	 s__uncultured_bacterium
ZOTU4875	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Micavibrionales	 f__	 g__	 s__
ZOTU10150	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__uncultured	 s__
ZOTU10092	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__Alistipes	 s__uncultured_bacterium
ZOTU11474	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__uncultured	 g__uncultured	 s__uncultured_bacterium
ZOTU17828	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__Parafilimonas	 s__
ZOTU5165	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Kiloniellales	 f__Fodinicurvataceae	 g__uncultured	 s__
ZOTU21788	 k__Bacteria	 p__Armatimonadota	 c__Fimbriimonadia	 o__Fimbriimonadales	 f__Fimbriimonadaceae	 g__Fimbriimonadaceae	 s__
ZOTU16279	 k__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Thermomicrobiales	 f__JG30-KF-CM45	 g__JG30-KF-CM45	 s__
ZOTU10335	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__SC-I-84	 g__SC-I-84	 s__
ZOTU4792	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Microscillaceae	 g__uncultured	 s__uncultured_bacterium
ZOTU18139	 k__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Microtrichaceae	 g__IMCC26207	 s__uncultured_bacterium
ZOTU7306	 k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__Ferruginibacter	 s__
ZOTU18648	 k__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__Saccharimonadales	 g__Saccharimonadales	 s__
ZOTU4070	 k__Bacteria	 p__Nitrospirota	 c__Nitrospiria	 o__Nitrospirales	 f__Nitrospiraceae	 g__Nitrospira	 s__
ZOTU6861	 k__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	 s__
ZOTU8567	 k__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Opitutales	 f__Opitutaceae	 g__	 s__
ZOTU21723	 k__Bacteria	 p__Actinobacteriota	 c__Thermoleophilia	 o__Gaiellales	 f__uncultured	 g__uncultured	 s__
ZOTU10890	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Tistrellales	 f__Geminicoccaceae	 g__Candidatus_Alysiosphaera	 s__uncultured_bacterium
ZOTU17317	 k__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	 g__Chthoniobacter	 s__uncultured_bacterium
ZOTU21471	 k__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__uncultured	 s__uncultured_bacterium
ZOTU18806	 k__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__SM1A02	 s__uncultured_bacterium
ZOTU20980	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__uncultured	 f__uncultured	 g__uncultured	 s__uncultured_bacterium
ZOTU6871	 k__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__0319-6G20	 g__0319-6G20	 s__uncultured_bacterium
ZOTU4738	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales	 f__Rhodanobacteraceae	 g__Dokdonella	 s__
ZOTU13527	 k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Gemmata	 s__uncultured_bacterium
ZOTU6323	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae	 g__SWB02	 s__uncultured_bacterium
ZOTU4378	 k__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__uncultured	 g__uncultured	 s__uncultured_bacterium
ZOTU19823	 k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__TRA3-20	 g__TRA3-20	 s__uncultured_bacterium
ZOTU5976	 k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Altererythrobacter	 s__uncultured_bacterium
